region,plan,age,income,usage_hours,satisfaction
W,max,23.0,66537.25554399804,11.192678710568952,10.0
N,pro,63.0,81156.28494733904,18.00974786729645,1.0
N,pro,55.0,47309.907686150706,8.380937882346462,2.0
N,basic,54.0,68415.23288656579,16.446589726821543,7.0
W,max,24.0,43766.55870406357,8.524324509569032,6.0
E,pro,49.0,57760.98735767302,10.216882055893915,9.0
E,max,48.0,34927.97093465431,7.935167742904354,6.0
W,max,32.0,37465.48042863325,9.344697382709796,1.0
N,basic,49.0,55153.76642102215,9.258184055294732,7.0
W,basic,56.0,35474.34310899719,6.602637309714849,1.0
N,pro,53.0,62231.099844407465,15.375327340792177,2.0
E,max,62.0,40666.09947878941,6.210831903169789,7.0
E,max,41.0,50087.583381091375,8.392076747072034,6.0
W,pro,55.0,47672.487413317474,9.942267263704155,6.0
